No,text,score_ideal,
960,"heard at a table nxt to me  - we'r leaving  engineering team. attended  mobilesparks grt ideas, good offers!",,
962,great dear..,,
963,rt ceos of flipkart-acquihired startups appiterate and adlquity quit,,
964,ceos of acquired cos adiquity and appiterate quit flipkart,,
969,flipkart launches ping. now shop with your ping allows users to have real-time conversations with...,,
970,"i suggest,you do a quality check of your product before selling",,
973,"5 stars \omg i love this book i've read it like 7 times this week\""""",,
975,how do i get the invite?,,
978,"rt one of the saner articles on gmv, valuations and value -",,
979,i missed your periscope feed due to but now i can't find an option to replay it as well ?,,
981,- 44% off on reebok classic proton lp sneakers at flipkart,,
983,i don’t want to shop with my friends flipkart. back to amazon.,,
985,public interest litigation - with model pil formats is selling cheaper at inr 533 today,,
986,"back in moto g (3rd generation)(black, 16 gb) for rs. 12,999 -",,
987,going the smartphone way.  to offer ping experience to consumers thru invite only model.,,
992,24111cmgi attivo analog watch  - for men is selling cheaper at inr 1100 today,,
993,"if i win with u, i'll gift my bro with flipkart voucher shopping",,
995,can't wait to try out flipkart ping so i can discuss and share my underwear purchases with my best friends.,,
997,30th july to 25th aug no response back .. n u cal  a,,
998,"is epic. a new in d market we also belive always",,
999,u shld have good customer service. plz focus on that. see fraud practice done by,,
1001,it's all about the nothing works right without the right team,,
1002,will be invite only -,,
1003,"hii flipkart flipkart, want to get iph0ne 6 for free? please go check my bi0. thx",,
1005,"wish to receive an invite, try out and spread the good word around as i have always been your avid user &amp; loyal customer",,
1006,wow.. plz send invite,,
1007,5-star humor vampire book at ! via,,
1009,minimum 45% off on tools  upto 16% from &gt;&gt;,,
1010,sandisk extreme sdhc 32 gb class 10 for rs. 999 - …,,
1011,mafia 2 is selling cheaper at inr 473 today,,
1012,data traveler 101 g2 8 gb utility pendrive is selling cheaper at inr 285 today,,
1017,how can the same model id phone can be sold without charger on flipkart and with charger on amazon.,,
1018,kindly check this order and rectify this asap,,
1019,can someone highlight the fraud practice by ecomm companies,,
1020,huge opportunity for online giants like,,
1021,a new concept for the e-purchasers,,
1025,yaar  ek invite bhej do na,,
1028,kudos am a big fk,,
1029,churn at appiterate and adlquity after flipkart buy,,
1031,flipkart ping &gt; itunes ping?,,
1032,"so you use flipkart ping to chat with your friends while you shop and pay on a 4inch screen? cool. but, what's the point?",,
1033,"introduces a social shopping experience. mind you, its by invite only",,
1034,hats off to u team,,
1037,eagle electric roti maker is selling cheaper by 2% at inr 505 today,,
1038,on  by srmahesh flipkart-fastest-delivery-on-time -,,
1039,what an awesome idea!!,,
1040,anything exclusive for flipkart first members?,,
1041,the team that made a reality. here's to more social shopping days.,,
1042,"launched a new app available for selected users for now &amp; its only accessible on invite basis",,
1043,rt sandisk extreme sdhc 32 gb class 10 for rs. 999 -,,
1044,"launches ping. a social shopping experience. very interesting, very ambitious.",,
1045,can you please invite me?,,
1046,send me an invite!,,
1049,does anyone have an invite for flipkart’s ping?,,
1053,from you,,
1054,"rt thank you  for the killer prize! great contest gonna enjoy my  voucher!",,
1055,great,,
1056,can't wait.,,
1057,"the billion dollar clubs  good to see",,
1058,"sharing fdi in it's flipkart, snapdeal vs amazon, ebay - times of india",,
1059,rt  thanks for delivering raif badawi's 1000 lashes today. really appreciate finally got my hands on the boo…,,
1062,thank you for responding to my the will be posted soon.,,
1063,we think we can change the e-commerce conversation from marketing  based to product based conversation,,
1066,gaming,,
1068,m interacting with ur socialteam since 2014.just understand the reason of my frustration tagging u,,
1071,shades of one plus   xd,,
1072,to the see what  is up to no reply for the mistake,,
1073,upto 56% off on  shop brands like and more,,
1074,od203650353468286700 where do i raise a complaint 10 mins after delivery for damaged product?. i'd like a resolution now.,,
1075,all set to make a strategic announcement.,,
1076,oh daymn...,,
1078,sandisk extreme sdhc 32 gb class 10 for rs. 999 -,,
1079,grab the ravishing offer  &amp; bring home goglam shimmer smartphone  just,,
1081,is currently invite only &amp; will be rolled out to select users. you can get an invite from friends who have access to it.,,
1083,updating!,,
1084,omni 10 tablet is selling cheaper at inr 24800 today,,
1085,buy 17 piece toyo food storage containers fr just rs 299 in flipkart,,
1087,jmg 3274 700 w juicer mixer grinder is selling cheaper at inr 7090 today,,
1088,when will moto 3rd gen 16gb white be available ??,,
1091,rt the company will work towards integrating sellers and it's customer care people on the ping.,,
1093,flipkart ping will work on invite-only basis for now!,,
1094,shopping becomes social with flipkart ping,,
1096,this will work on invite-only basis for now!,,
1097,"flipkart offer .  ,  ,  , peeyush ranjan shopping to…",,
1098,good move rt  flipkart ping allows users to chat and shop with their friends,,
1099,od203650353468286700 online website doesn't allow me to request return either.,,
1100,flipkart ping will initially be invite only.,,
1101,the app is available on ios and android as of now. update your  app now..,,
1103,at-least can expect your superior services now. action immediately,,
1105,"lenovo s720 (white, 4 gb) for rs. 6,490 (new seller) -",,
1106,no doubt  has delayed going,,
1108,"fitbit india, fitbitin   -&gt; discover flipkart offers, coupon codes at",,
1110,ping is live. we worked very hard to make this happen. your feedback is appreciated as always.,,
1111,this is the team that made  ping possible. they pulled off something not many didn't even dare to think.,,
1112,same here. now flipkart going app only hinders my loyalty to them too.,,
1113,rt  od203650353468286700 just received a damaged product- a completely cracked tempered glass. cc say they can't rais…,,
1114,trailblazer rucksack  - 50 l is selling cheaper at inr 3830 today,,
1115,"rt  2 weeks later &amp; still a fake controller, tampered packaging &amp; even an instruction doc in comic sans. way2go http…",,
1116,eureka forbes quick clean dx vacuum cleaner is selling cheaper at inr 3299 today,,
1117,have raised dispute against  . kindly process refund in a day not 7 days before it gets more worst,,
1119,is available on flipkart's updated app.,,
1121,essentially most of the new flipkart features and innovations will happen for mobile devices.,,
1124,od203650353468286700 just received a damaged product- a completely cracked tempered glass. cc say they can't raise a complaint.,,
1125,"pantaloons, amazon, snapdeal, jabong and flipkart sale over....nse bse sale started ..flat 20% off",,
1127,launches chat feature called inside its android and ios app. online shopping going the messaging way?,,
1128,"5-stars  &amp;  \omg i love this book i've read it like 7 times this week\""""",,
1130,full news click here,,
1131,"i followed all the process step by step from call-center, emails and social   sucks. patience pays",,
1134,and hence  will slowly move to an app only platform,,
1140,"lenovo s720  (white, 4 gb) for rs. 6490 - flipkartlink ===&gt;...",,
1142,"lenovo s720  (white, 4 gb) for rs. 6490 - flipkart",,
1147,launches a new feature to socialise your experience,,
1152,frankly this was my last interaction with  no more purchasing and will insist my friends too,,
1153,no tweet about flipkart's new social network on timeline,,
1156,how flipkart became flop-kart via,,
1159,"flipkart is about to launch something new &amp; social. stay tuned for more \ ...?""",,
1161,"rt pantaloons, amazon, snapdeal, jabong and flipkart sale over....nse bse sale started ..flat 20% off !",,
1162,rt here's a sneak peek of the new office!,,
1163,"rt pantaloons, amazon, snapdeal, jabong and flipkart sale over..... nse bse sale started ... . .. flat 20% off",,
1164,hey! you can shop and find exciting products on flipkart. try this app now!,,
1168,"rt  says we have seen changes in users pattern, 41% e com comes from mobile in india",,
1169,the company will work towards integrating sellers and it's customer care people on the ping.,,
1170,"prosthetics earned, invested blood (orop a conversation) - by abhinav dwivedi",,
1174,"rt  says that ping is optimised for slow networks, will use less battery and data on smartphones.",,
1175,introduces a whole new way of shopping- social shopping!! shop with your friends,,
1177,sylvia takes on eighth grade &amp; her sister's boyfriend. no lots of,,
1178,if someone does not have  app you can ping them and an sms will be sent to them with link to the app.,,
1183,"they are beyond the orbit of vcs.i am sure flipkart fund raise will surpass uber's very soon..!",,
1190,"olx,myntra,flipkart",,
1193,"congrats on the launch of ping, flipkart!",,
1197,"lol, but flipkart already has sunk so much in the palatial office",,
1198,"buy swipe konnect trio (black, 4gb) mobile phone that runs on android v4.4 (kitkat) os with 512mb ram f...",,
1200,bio papaya revitalizing tan-removal  scrub is selling cheaper at inr 160 today,,
1202,"when you take a shot at impacting india.  you actually impact the world, says  of",,
1203,a well deserved respite for all men..no more tired legs with the social shopping app by,,
1205,"5* \omg i love this book i've read it like 7 times this week\"" via""",,
1206,desire 500 dual sim is selling cheaper at inr 13999 today,,
1208,"would be nice if we,  users get the app neatly available.",,
1209,a user can ping a person even when that person does not have the shopping,,
1211,flipkart offer drag. drop. share. 3 easy steps to social shopping with …,,
1212,"flipkart offer rt shopping now is very isolated experience,  …",,
1213,"flipkart offer rt interesting! 41% of online shopping comes from mobile, and…",,
1214,launched share your shopping experience with friends and family good initiative,,
1216,"- panasonic landline phone kx-ts400sxb rs. 424, reebok footwear 50% off – flipkart",,
1217,"hey shopper,check out this latest flipkart — bags, wallets &amp; belts minimum 50% off …",,
1218,n100 6 cell laptop battery is selling cheaper at inr 2574 today,,
1219,"says that ping is optimised for slow networks, will use less battery and data on smartphones.",,
1220,additional cost. the person was very rude initially then started talking more sensible.,,
1222,bhima lone warrior (english) is selling cheaper at inr 250 today,,
1223,"so proud to take to market! mobile, users and the redefining the future is what keeps us motivated.",,
1225,duh flipkart. cancelling an order when i remind you to deliver it. duh duh.,,
1226,"rt is a new addition to  app where you can add friends, talk to them and then shop.",,
1227,"hey shopper,check out this latest flipkart — bags, wallets &amp; belts minimum...",,
1228,and this will cut down the battery usage to,,
1229,introduces ping feature on its mobile app. to help user form groups from contacts and shop simultaneously.,,
1232,claims that it optimizes data so that it becomes easier for user to use the app.,,
1233,"finally i got my order delivered yesterday. now u hav modified the offer, u reduced it by 50%.",,
1234,shut up,,
1236,any reply on my complaint against  touch screen issue in replacement device,,
1239,while using you are using of the battery you would have used in sharing  conventionally says,,
1240,this is a an interesting initiative. now shopping becomes social.,,
1241,"flipkart has developed ping that would consume less data, less battery and will work on any smartphone working on android 2.1 and above.",,
1242,".  ,  ,  , peeyush ranjan shopping together on for a watch.",,
1243,- american tourister 14 inch laptop backpack with 34% off at flipkart,,
1244,proud to be part of the team that has launched now shop with your friends easily on flipkart!,,
1245,"online purchasing,its give attraction but hesitation to the customers doing first time purchase. satisfaction &amp; guarant",,
1246,rt  claims that it is the only indian company that has got google's top developer's tag.,,
1248,"is a new addition to  app where you can add friends, talk to them and then shop.",,
1250,table single pencil sharperners is selling cheaper at inr 280 today,,
1253,have u received invite for flipkart ping ?,,
1254,do you have an invite for flipkart’s ping? please send me one.  !!!,,
1256,498rc2 (ball head) tripod ball head is selling cheaper at inr 6400 today,,
1257,please refer my all tweets.  should not tie up with,,
1258,tdah tdah...,,
1259,claims that it is the only indian company that has got google's top developer's tag.,,
1260,flipkart is launching something social today...,,
1261,"rt now about the ping is a new product that is about social shopping experience deeply integrated in",,
1264,flipkart ping,,
1265,that awkward moment when bse seems to offer more discounts on stocks than on,,
1266,the focus should also be on improving the technology which supports ecom.,,
1267,rt 4 stars \engaging,,
1268,a major challenge in india is a standard experience for all consumers.  says peeyush ranjan of,,
1269,seems like flipkart is heeding customer sentiments -- by putting …,,
1271,introduces ping on app to help user form groups from contact list to chat &amp; shop simultaneously.,,
1272,microsdhc 32 gb 48 class 10 evo (with adapter) is selling cheaper at inr 785 today,,
1273,adata hv620 2.5 inch 2 tb external hard drive is selling cheaper by 16% at inr 5499 today,,
1274,peeyush ranjan is on stage now. probably his first appearance for flipkart.,,
1276,deal on onions,,
1278,its because you get additional benefits while buying on mobile. do the same and watch the statistics flip.,,
1279,"rt pantaloons, amazon, snapdeal, jabong and flipkart sale over....nse bse sale started ..flat 20% off.. namo namo",,
1280,can you guys help. i am already approaching  for help.,,
1281,af-s nikkor 85 mm  lens is selling cheaper at inr 26375 today,,
1282,very true!! is d primary source of search &amp; majority of ur decision making happens in 1st search.,,
1283,"reebok sports footwear flat 50% off, logitech b175 wireless mouse rs. 599…",,
1286,5 stars ! it didn't take a pint of blood. sylvia knew julia's boyfriend was a vampire.,,
1287,i really wish for maggi to be bavk,,
1288,proofs about  unprofessional approach. sorry to say but i hve to take action,,
1290,here is how to use,,
1291,i hd purchsed a pair of earphnes frm flipkart a fw days bck n 2day i m getn a mail sayn it is cncelled due 2 high dmand,,
1292,the ui looks as if fb messenger has been integrated into flipkart. complete with chatheads.,,
1293,extract roots speed for yours depiction through flipkart jvahbamp,,
1294,yaa einsteins because youbhave better discounts on mobile.,,
1295,stick tops pen (set of 25) ball pen is selling cheaper at inr 315 today,,
1298,zenfones are good...,,
1300,"the micromax canvas xpress 2 sale is on  -",,
1302,flipkart ping was built from scratch punit soni,,
1304,jonathan livingston seagull a story (english) is selling cheaper at inr 108 today,,
1306,hey  this will be fun to share shopping ideas with you on  with  let's do it with  !,,
1309,the micromax canvas xpress 2 sale is on,,
1311,can you please send the link where can i get the official wrestling gloves,,
1312,"hardik patel &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",,
1313,"rt the faceless saldirgan by sahil loomba is out now!place on on",,
1314,yes because we desperately needed yet another™ chatting app.,,
1315,nice. kudos,,
1318,flipkart is working fine.only the live feed for paytm is not working.,,
1321,"flipkart's punit soni says it has over 50 million registered users for its app, who spend an average of 59 minutes every month.",,
1327,"shopping has always been an experience where u hang out with your friends n enjoy, nw  is doing this digital kudos !",,
1328,is it down for all merchants or only few ? i had to make a transaction on flipkart app. is flipkart app tracking is working ?,,
1330,"call center people just lied on calls,i have email proof that refund sud hve been initiated on 14",,
1332,is it launched on website or on apps?,,
1338,who will pay for late payment charges and processing fees for the phone i dont own?,,
1343,"now about the ping is a new product that is about social shopping experience deeply integrated in",,
1346,rt puneet soni is talking about smartphone industry's rapid growth over pcs.,,
1347,"rt puneet soni, chief product officer  is on the stage.",,
1348,sorry to say but  has initiated refund now. after 15 days when i tweeted u,,
1349,indian etailer  adds a new way to shop with friends,,
1350,rt elite is now exclusively available on  get one for yourself today.,,
1354,puneet soni claims that 50 million registered users are on  in india.,,
1360,can i get the official wrestling gloves on  . rt and reply to my tweet.......,,
1361,"available on flipkart and amazon. if that doesn't work for you, mail me (email in my bio).",,
1363,inspiron 15r (n5010) 9 cell laptop battery is selling cheaper at inr 5499 today,,
1364,flipkart ping announced. a social network on top of the flipkart app. let's you share products with anyone and chat.,,
1366,"interesting!41% of online shopping comes from mobile, and india leads the system.",,
1367,"comfy bean bags large bean bag footstool  with bean filling  (blue) worth rs. 1299 for rs. 599 - flipkartlink...",,
1368,comfy bean bags large bean bag footstool  with bean filling  (blue) worth rs. 1299 for rs. 599 - flipkart,,
1369,"rt \prose is tight and simple...often absent from young adult\"" ~ new year book review via""",,
1370,"the mobile app content doesn't update automatically now a days. am using moto g 2014. tried reinstalling, didnt work.",,
1371,social shopping ?,,
1372,"i need zenfone 2 laser ze550kl . surprise me \coming soon\""""",,
1374,4-stars \engaging,," and not afraid to poke a little fun\"""""
1375,see,,
1377,puneet soni is talking about smartphone industry's rapid growth over pcs.,,
1380,"guys, u r taking everything for granted and it's taking almost 10days for every delivery",,
1381,#NAME?,,
1382,-  flipkart - just at rs 169 just at rs flipkart - just at rs 169 just…,,
1384,rt q6. tell us your favourite elite feature and why?,,
1386,is revolutionary for online shopping. now i can be social on  too! social networking level 1000x!,,
1393,time to upgrade your it systems to ensure you live upto commitments made to customer. online sale can get frustrating.,,
1394,hahahaa!!   how can you allow such stuff to happen?,,
1395,rt flipkart is introducing  -  a social sharing feature within their app,,
1396,drag. drop. share. 3 easy steps to social shopping with,,
1397,guide to airport authority of india junior executive electronics (english) 2 edition - buy...,,
1398,"puneet soni, chief product officer  is on the stage.",,
1400,awesome update 4.0,,
1401,dr. batra's normal shampoo is selling cheaper at inr 125 today,,
1402,it's a homegrown app.  allows users to share screens and drag and drop products.,,
1406,"rt look at snapdeal's galloping growth, gmv, funding and valuation",,
1407,helps you in discussing your shopping by dragging and dropping with your friends on,,
1410,consumers can choose contacts they want to share their chosen products with and have real time conversation with them,,
1412,expansion 1.5 tb portable hard disk is selling cheaper by 20% at inr 4199 today,,
1419,a fun way to to shop with friends.,,
1421,flipkart is introducing  -  a social sharing feature within their app,,
1422,rt tune in as the ever inspiring  introduces this weeks   of,,
1423,"shopping now is very isolated experience,   is bringing new product called  where u can do social shopping",,
1424,"find this gorgeous high-low from on our site, and !",,
1427,buy best rakhis and best gifts online for raksha bandhan from flipkart.,,
1429,pathetic exp while making payment for micromax canvas xpress 2. tried payment thrice and product went out of stock.m-9811918188,,
1431,thanks for efficient delivery; much before the promised date. good product. neatly packed. courteous delivery guy. happy customer!,,
1432,so i see a ping and order kinda interface?,,
1437,checking out the new  office in bangalore. very well done!,,
1439,rs.140 discount and rs.150 delivery?,,
1440,"\india is leading the mobile revolution in the world &amp; mobile is no more just a choice\"" -""",,
1442,hahaha. flipkart will flip.,,
1443,rt  wait. wait. wait. what if discount outweighs flipkart billiondollarsale day discount during fest…,,
1445,live on goes live!,,
1449,says average user spends 49 minutes month on their app.  india is ahead of all in mobile led e com,,
1450,is it peer-to-peer delivery service that you bringing in!!,,
1452,flipkart has 50 million registered users on their app says,,
1453,just pre-ordered my copy of by,,
1454,"flipkart … i'll have what your copywriter is smoking, guys",,
1456,live-stream?,,
1457,are they being acquired by  by any chance?,,
1458,"says we have seen changes in users pattern, 41% e com comes from mobile in india",,
1459,rt 40 min to go for amazing flipkart vouchers is up for grab. starts at,,
1460,let's hear more from,,
1461,"its been two months,its like a deadlock problem in os.customer service",,
1462,yes -,,
1464,flipkart should learn from google to not impose d rules on d consumers ; d google failed with &amp; accepted muc,,
1465,"pantaloons, amazon, snapdeal, jabong and flipkart sale overnse bse sale started ..flat 20% off on all shares",,
1466,"u.s. polo assn. belt(dark brown), worh rs. 1599 at just rs. 685 – flipkart",,
1467,sandisk extreme sdhc 32 gb class 10  flipkart.,,
1468,over the years   has shaped the e-commerce industry in india.  says,,
1469,"the xiaomi service centre in indore told me that  \mam is not giving replacement.""",,
1470,"deals of the day – august 25, 2015",,
1472,app only its like pushing us into a tiny display...isnt it weird,,
1473,"\prose is tight and simple...often absent from young adult\"" ~ new year book review via""",,
1474,"dafuq you guys smoking, flipkart?",,
1475,rt take part in the challenge &amp; pre-order the next book in the series from,,
1477,"rt 5 stars \omg i love this book i've read it like 7 times this week\"" via""",,
1478,social work platform may be with a team of social scientists,,
1479,51% off on bosch gsb 500 re kit power &amp; hand tool kit. just rs 3299  shop,,
1483,counter strike source is selling cheaper at inr 359 today,,
1484,evolve is selling cheaper at inr 1595 today,,
1486,beware flipkart! we have a rocking office too,,
1490,chief executives of two start-ups acquired by flipkart resign,,
1491,when apple itself says  is not a authorized seller. just check the above link.,,
1492,"i suggest flipchat,prochat",,
1493,"5 stars \omg i love this book i've read it like 7 times this week\"" via""",,
1494,"rt unless you are a co like flipkart burning $2m a day, don't worry about the bubble bursting.food-tech cos excepted...most of …",,
1496,"rt in kolkata, sometimes it means wading through 1.5 feet water to make a delivery",,
1497,laptop skins..,,
1498,just at rs 169..,,
1499,bluetooth speakers..,,
1500,today at rs 629,,
