No,text,Score_ideal
427,flipkart wants to make online shopping social with ping,
428,rt flipkart brings ‘ping’ for real time conversation,
466,the first feature which requires mobile app only. flipkart launches ping.,
467,flipkart keeps app plan on hold to assess how it will impact sales in big-ticket -,
469,"rt when i grew up in india, our family had a \ration card\\. now my parents use flipkart. dizzying change in last 25 years""",
470,is india number 1,
473,i want to send you the screenshot in dm of flipkart invoice wherein they mention seller address. why can't you.,
475,i have shared it but i am not getting any help.,
478,india’s ecommerce giant flipkart introduces social network feature,
480,flipkart launches new in-app feature that lets you ask friends what to buy in ...,
481,seriously they should return money immediately if a person cancel the order! it takes 8 days why?,
483,"'bandh'   -&gt; discover flipkart offers, coupon codes at",
486,rt how aims to redefine through ping,
487,"flipkart launches new feature 'ping'


social commerce can be a useful extension for",
488,"rt &amp; executives join hands with an angel to float a new platform for used cars, spinny v…",
489,"telemarket for me by call online sellers from snapdeal,flipkart,ebay, amazon.in and get them registered…",
490,"telemarket for me by call online sellers from snapdeal,flipkart,ebay, amazon.in and get…",
491,"telemarket for me by call online sellers from snapdeal,flipkart,ebay, amazon.in…",
493,"pantaloons, amazon, snapdeal, jabong and flipkart sale over....

nse bse sale started ..flat 20% off on all shares",
494,no long-term in or just in a fast cannibal,
495,rt  wants to be your next social network because shopping all by yourself is boring,
496,"deals of the day price says rs.549, when i click it said 999rs. now its saying 790rs. within 30 seconds.. solve these issues..",
498,"why top executives are leaving startups like flipkart, snapdeal, ola",
499,an attacker called love price in india - an attacker called love online at have a look at it!,
500,"the number game 
ys making sense of flipkart’s and snapdeal’s valuations through their gmv via",
501,"call online sellers from snapdeal,flipkart,ebay, amazon.in and get them registered to sell their products on vyoms…",
503,early-stage boom may hit follow-on rounds,
504,seems to be taking the lead in some stuff for way to go..,
505,now why would flipkart name its social network ping when there's already a failed social network with the same name,
506,"ws retail still selling at 549.. when clicking buy now, it redirects me to cart.. but then shows \no item on cart\\\""""",
507,"telemarket for me  by vyomshop call online sellers from snapdeal,flipkart,ebay, amazon.in and get them registered …",
508,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others - the economic times",
510,"just a little finishing touches needed, but the k3 note is almost ready for today's sale on",
511,hey hi guys can i have an invite for the same...,
512,ddr3 4 gb(1 x 4gb) pc ram (cmv4gx3m1a1600c11) is selling cheaper at inr 1709 today,
513,"rt just a little finishing touches needed, but the k3 note is almost ready for today's sale on",
514,this type of cheating not expected from   for info to,
516,samsung galaxy j5 and j7 starting at rs.11999 exciting offers- sale at flipkart !,
517,samsung galaxy j5 and j7 starting at rs.11999 exciting offers- sale at flipkart !,
519,"and executives join hands with an angel to float for used cars, via",
520,travel blue luxury eye mask eye shade is selling cheaper at inr 224 today,
521,"rt and executives join hands with an angel to float for used cars, …",
524,mock test paper for,
525,flat 50% off on home sofas- big sale at flipkart !,
526,tried flipkart's ping. good product. but i doubt it will see adaptation. too many features confuse the users and they may get overwhelmed,
527,"hey  where would v find d pics of launch event of ping held at f baar, new delhi yesterday?",
529,"- buy flipkart gv worth rs 4000 and get gv of rs 250 at flipkart app -- flipkart -- rs. 3750.0 -- gifting, stationery &amp; office…",
533,etcio | how flipkart’s ping aims to redefine e-commerce through the messenger,
534,"etbrandequity | flipkart's up for a chat, introduces ping messenger for mobile app",
535,flipkart app gets an add-on chat ping,
537,rt flipkart app gets an add-on chat ping,
538,"rt shopping now is very isolated experience,   is bringing new product called  where u can do soc…",
539,where is my flipkart voucher that i won. hope u are not cheating on twitter,
540,you guys sell shit! sell defective phones over  !,
542,thanks flipkart  for spoiling the rakhi festival! you took 8 days to revert on the order,
543,an year back i wrote about coshopping in mobile now flipkart has implemented it with ping,
545,"rt the number game 
ys making sense of flipkart’s and snapdeal’s valuations through their gmv v…",
546,why are you telling us on 26th when the rakhi is just two days away!,
547,"flipkart launches new feature 'ping'

 -via inshorts",
549,very interesting and innovative thing by flipkart no need to leave app to discuss any products with friends. cool..,
550,"now \ping\\ your friends before buying""",
551,flipkart e-gift vouchers rs.250 free on rs. 4000 (on app),
552,kaspersky internet security - multi-device is selling cheaper at inr 1399 today,
554,wd 1 tb black desktop internal hard drive (wd1002faex) is selling cheaper at inr 6025 today,
555,"rt the number game 
ys making sense of flipkart’s and snapdeal’s valuat…",
556,unite 2 a106 (8 gb) is selling cheaper at inr 5830 today,
557,any idea when   and  are launching in india?,
558,making sense of the valuations done by these companies through their gmv. interesting!,
559,rt  &amp;   on why top executives are leaving high growth startups,
560,"\shrinking interactions with the founders coupled with decreased influence on impactful decisions\\""
561""",0
563,looking for designer build a website for online store by want to create website like flipkart. (budget…,
564,"why top executives are leaving startups like flipkart, snapdeal, ola &amp;amp; others | et retail",
566,"rt forget 
baap of all sale - visit",
567,"samsung and in stock on flipkart
price rs 11,999 - 14,999",
568,"yourstoryco rt the number game 
ys making sense of flipkart’s and sna…",
570,how flipkart’s ping aims to redefine e-commerce through the messenger,
571,thisisecommerce how flipkart’s ping aims to redefine e-commerce through the messenger …,
575,"why top are leaving like flipkart, snapdeal, ola &amp; others",
586,is it trusty  one,
588,"rt just a little finishing touches needed, but the k3 note is almost ready for today's sale on  are you?",
592,"indrani mukherjea &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",
599,"surat &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",
600,"hii, 
we find you you the best deal out of the many online sites like flipkart, snapdeal, amazon, jabong etc",
606,"why top are leaving like flipkart, snapdeal, ola &amp; others …",
615,"ok is it cash back site?? what are the offers for amazon,flipkart??",
618,"you have a great product, how do you improve on it??  has done just that. great update, app is even better now. looks useful.",
623,"brahmin &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",
624,desire 816g (octa core) is selling cheaper at inr 15400 today,
625,"rt &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",
626,optimus g (e975) is selling cheaper at inr 18490 today,
627,already?,
628,flipkart buy gift vocher worth rs4000 &amp; get gift vocher of rs250,
630,here's why flipkart has put its app-only plans on hold via,
631,"rt why top executives are leaving startups like flipkart, snapdeal, ola",
634,"hi flipkart. i've got sony bravia on monday, they said itll be installed on wed.still i didnt get any call. kindly help.",
635,flat 50% off on home sofas- big sale at flipkart !,
636,is not everyone's cup of tea - why top executives are leaving startups,
637,online shopping goes social with flipkart's ping,
639,"hey, check out ping! - let’s shop together on ping by flipkart.",
645,"bean bag covers flat rs 499 flipkart
.
buy .
flipkart is offering amazing offers on...",
648,on best selling titles minimum 45% off,
649,support system being created by companies like    at workplace is much desired,
652,usb cables minimum 24% off,
653,"i'll opt for the lenovo k3 note coz even though the price is the same,  delivers to shillong while  does not!",
654,footwear for men &amp; women flat 40% off,
655,rt the rocking  product team with the rocking fashion bloggers!,
656,how flipkart's ping aims to redefine e-commerce through the messenger,
657,"sale-india's most affordable 4g smartphone lenovo a2010(black, 8 gb) -  rs. 4,990",
658,a wanna be monopoly when people stopped giving a fuck about long back,
661,"totes, backpacks &amp; more min. 40% off",
662,f&amp;d w330x wireless speaker is selling cheaper at inr 3790 today,
664,"rt    these guys r fraud, wl nt gv u return in 30days period. they only mentioned i…",
665,on fiction best-sellers minimum 45% off,
666,got appreciation for my idea from team for thinking ahead. happy not content,
667,when can i expct a call back. how difficult it is send sum1 to come n pikup the not working device.,
668,x-box 360 4 gb kinect holiday bundle is selling cheaper at inr 24500 today,
669,thanking u beautiful,
670,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others - economic times",
671,do try this out,
672,thanking u bro,
673,wah!! congrats...,
674,"waitlist for flipkart ping already at over 100k, says punit according to soni, flipkart has 50 million p...",
675,thanking you bro,
676,exclusive...replaced product shoddy finish...no qc once again why do they carry such a shoddy manufacturer,
677,"'sheena'   -&gt; discover flipkart offers, coupon codes at",
679,rt we have our 1st winner for today!congratulations  enjoy your rs.5k  voucher! ht…,
680,lenovo k3 note black and white variants to go on sale on flipkart today…,
681,flipkart launches ping. now shop with your friends » nextbigwhat,
682,disappointed with service by flipkart jbl t200a,
683,"rt flipkart launches new feature 'ping'

 -via inshorts",
684,rt shopping goes social with  ping. will this feature give it an edge over the others?,
685,my  answer to how do i turn off notifications in the flipkart app?,
686,flipkart ping – making online shopping go social again,
687,flipkart 3 order successfully delivered within 2 day,
691,"glocal source apple stainless steel  525 mug

ads on 99spr",
692,flipkart launches in-app chat feature called ping,
693,"rt 8gb) just rs. 11,999 with 4 more offers –",
694,"rt 32gb, white) just rs. 7,349 on exchange offer –",
695,"rt digiflip pro et701 tablet( 8gb, wi-fi) just rs. 3,499 on | go shopping mart",
696,flat 50% off,
698,"unicorn developers who think survive because of them, may soon realise reality is exactly the opposite",
699,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking pla...",
700,today's 2nd winner is...  congratulations enjoy your rs.5k  voucher!,
702,rt today's 2nd winner is...  congratulations enjoy your rs.5k  voucher!,
704,congrats deserving,
706,wow congrats guy ;-),
707,"digiflip pro et701 tablet at rs.3,499  upto 16% from &gt;&gt;",
708,ratb-11032cy resistance tube is selling cheaper at inr 1050 today,
709,congrats,
711,"hii devender singh devendersingh93, want to get iph0ne 6 for free? please go check my bi0. thx",
712,"hii storyofpen2013 storyofpen2013, want to get iph0ne 6 for free? please go check my bi0. thx",
713,congratulations winners! inbox us your email ids with your id proofs to receive your flipkart vouchers from us.,
715,when can we expect the accessories for  canvas xpress 2 in india?,
719,sdhc 32 gb 40 class 10 is selling cheaper at inr 935 today,
722,rt latest mobiles phone with price via,
723,"starting at rs.42,990",
725,congratulations....,
729,dtn flipkart vs truce lesson for online the conversation around e-commerce marketplaces an...,
731,"of an invincible man who refused to give up, \god walks my dreams\\""
732""","rt flipkart launches new feature 'ping'

 -via inshorts"
734,rt just found this video of the making of this photoshoot for flipkart...can u tell i had barely slept the night …,
736,rt congratulations winners! inbox us your email ids with your id proofs to receive your flipkart vouchers from us.,
738,"pro et701 tablet at 41% off buy for rs 3499 on  here 
go",
739,es3528 riley analog watch  - for women is selling cheaper at inr 9595 today,
740,latest from flipkart adds ping chat feature to its mobile suite,
741,"why top executives are leaving startups 

most to start up on their own. enuf space for all to grow n create value.",
742,newborn to toddler portable rocker is selling cheaper by 7% at inr 4199 today,
744,tomorrow's episode of  is going to be awesome and it's titled \flipkart pings it,
745,"how u cancel my order if your seller first delivered the item on the address now he cant 
od103715045879753700",
746,"yayayayaya finally thankyou soooo   much team, you're the best...  wshing you gr8 success for",
747,rt    congrats deserving,
748,finally got rid of in reboot loop.,
749,rt  wow congrats guy ;-),
750,rt   congrats,
751,"rt    

congratulations....",
752,ty so much,
753,thanks,
755,haha thankyou,
757,"can you beat this, i just praised and here is one more signs of dumbness",
758,pray for me ;p,
759,thank you so much team love you....big  thanks  for making my day,
760,court adjourns hearing on plea against nikon's advisory notice,
761,rt    pray for me ;p,
762,your team is asking for registered email id after so much chaos again. exhausting,
763,"you played really well, m sure you'll win too...",
767,"rt    you played really well, m sure you'll win too...",
768,rt    haha thankyou,
769,"hope,believe,faith",
770,i invited all my friends played hard till the end wish to win plz disappoint me team,
772,rt how ping aims to redefine through the,
773,grea alexander retailers flipkart –,
775,congrats again,
778,after numerous mails i am still not able to get my edge royality redeemed flipkart coupon. kindly help,
779,"congrats.
desperately wanna be the next one",
780,congratulations girl!,
782,do you have an invite for flipkart’s ping? please send me one.gy,
783,plz don't disappoint me team,
784,not sure why my order  od303743684285138100 is being canceled ?,
786,thank you    best of luck,
787,plz check my entries invited all my friend played till the end wish to win,
788,top executives are leaving startups like flipkart and ola. are they hungry to start their own ventures?,
789,congratulation,
790,a few days ago  was running a sale on - they were retailing for under 3k.,
791,ping  &amp; ping  for announcing the new shopping experience via waiting for an invite now..,
792,only 4 winners left don't break my heart plz,
793,_kumarprashanth rt how ping aims to redefine throu…,
794,niteshbhalothia rt how ping aims to redefine throu…,
797,i believe you will make my day tomorrow,
800,hoping to be 7th winner,
801,"hey, check out ping! - let’s shop together on ping by flipkart. here’s an invite",
802,"macha to disprove it i can state flipkart, oola and many more....we started late  &amp; soon v will take global space in products !!",
803,avaiable now  flipkart,
805,smashwords and flipkart to end distribution relati...,
806,flipkart launches ping for collaborative shopping experience,
807,the cutest bookmark from flipkart. a cutout comb for those that are too…,
810,"'atmospeher' &amp; 'ushered'   -&gt; discover flipkart offers, coupon codes at",
811,hey   looks like some spam stuff,
812,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking platform in…",
813,rt hey   looks like some spam stuff,
814,rt we have winner congratulations  - we hope you enjoy your rs.5k  voucher! ht…,
815,rt   here's my happy winning,
818,"deals of the day – august 26, 2015",
819,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking…",
820,min 50% off,
823,rt a bowl of is inspiration enough! to win flipkart vouchers.,
824,"i want to exchange my 500 rs bms voucher with flipkart or amazon voucher... 

pls help me",
825,"make a price comparison site and retrieve information directly from amazon, flipkart and snapdeal -- 3 by v3king",
826,good news!!!!!!! mountain peak books will be soon available on flipkart.,
827,rt tomorrow's episode of  is going to be awesome and it's titled \flipkart pings it,
828,how come the 16gb moto phone both colors out of stock for the last days ?  when do guys plan to have it available ?,
830,91% off newtronics back cover for htc desire 816 800 d816w (transparent black) price mrp,
831,is doing window shopping on flipkart,
832,cant find redmi 2 prime mobile. plz collect this phone.any chance to get?,
833,rt and on  you get a chance to win a monisha jaising luxe wrap when you order http…,
834,this one?,
835,rt this one?,
836,"once upon a time  used to deliver books in a cardboard box and cute bookmarks.now, no bookmarks &amp; old bubble wrap.bookstore missing",
837,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking platform in india",
838,"i hope you guys are not planning \only mobile\\ like flipkart.\""""",
839,participate here,
841,0,
842,"after myntra, flipkart to dabble in social shopping! ping announced!",
843,od003736137582405000 is supposed to be delivered on 27th..not yet shipped! i am watching closely,
846,hey  nice way to upload my contacts to your servers. well played!,
847,"rt    

participate here 

\dhvani bhanushali\\ contest and win flipkart 5k voucher""",
848,1,
849,"flipkart today announced ping, a new feature in its mobile app which will allows users to chat with their friends while shopping.",
850,wah!! congratulation,
853,do you know abt this one?,
854,"join guys  take part in \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
856,get pradeep an invite!,
861,rt the link to order on  right,
866,"join guys hifidigi take part in \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
870,your flipkart guys are cheating,
877,"rt  tell us about the song &amp; win flipkart egv! tweet us using our tag \ dhvani bhanushali \\. go go go!""",
878,"join  &amp; play \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
880,participate here guys,
887,want to shop online with your friends? has a solution. -,
888,"rt join guys  take part in \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
892,3rd gen,
893,you flipkart guys cheated me i 'll prove ....what you are doing mr . ceo sachin,
898,dont you feel bad,
900,microsd card 16 gb 30 class 10 is selling cheaper at inr 401 today,
905,"rt shop\ping\\ redefined by""",
907,2,
908,btw had an interesting conversation with flipkart rep yesterday regarding ads. ads are only shown on android app as of now.,
909,top executives are leaving startups like flipkart. are they hungry to start their own ventures?,
911,flipkart ...y asking for trouble by joining hands with indian post.,
913,"if our tag \ dhvani bhanushali \\ starts trending in india we will increase the total amount of flipkart egv's too! rt\""""",
914,"rt if our tag \ dhvani bhanushali \\ starts trending in india we will increase the total amount of flipkart egv's too! rt\""""",
920,flipkart launches a new feature called 'ping' -  -,
921,"- prestige mini induction cooktop pic 1.0 rs. 1299, men’s clothing minimum 50% off – flipkart",
922,flipkart ping lets you go on an online shopping spree with your flipkart has… sps®,
923,lets rock,
932,"ping by  from social shopping to bargaining,bill split,group buying. endless possibilities",
940,order 203718422057485600 puma running shoe not yet delivered. got the refund but surprised with no updates,
945,missed the k3 note sale on flipkart by 1 minute! — feeling down,
948,rt lets rock,
951,od003728820444273200 i received my moto g3 today but the promised airtel sim card was missing from the package. what do i do now?,
953,please get in touch with  in this regard.,
955,today's contest is live on our fb page. hop on now! egvs are up for grabs. rt,
956,"no they don't cheat,but their process is lame and some dumb irresponsible people in support center",
958,rt today's contest is live on our fb page. hop on now! egvs are up for grabs. …,
959,"hi,i hv placed some wrong product if i cancel my order thn i'll get my gift card money back or not??",
961,"are making online shopping more social, launching more here -",
964,"savemoneyindia prestige mini induction cooktop pic 1.0 rs. 1299, men’s clothing minimum 50% off – flipkart",
965,"prestige mini induction cooktop pic 1.0 rs. 1299, men's clothing minimum 50% off - flipkart",
966,more cheap service than telecom company i.e.    cc,
968,get extra 5% off on 2-in-1 laptops on purchase through debit cards,
970,wud luv to see this in india as well   amazon uk will waive delivery fees if you pick your order up,
971,"boy! is she mad 
not fair flipkart,not fair",
972,- i have a flush  - full house baby(5bn);  -ye lo royal flush..ping!,
973,"with $15 billion valuation and 330 employees, snapchat tops the list with highest valuation per headcount $48 million.flipkart about1 mil!!",
974,android one is selling cheaper at inr 5182 today,
976,expansion 3 tb external hard disk is selling cheaper by 4% at inr 7999 today,
979,when is the next open sale for k3 note in flipkart?,
980,give your pet best of what they deserve buy pet supplies on flipkart and get great discounts and deals on them,
981,"dhvani bhanushali is now trending in india! let's take it higher folks! 

keep tweeting &amp; win flipkart egv's! rt",
982,wedge mobile bluetooth standard keyboard is selling cheaper by 2% at inr 4190 today,
983,"rt dhvani bhanushali is now trending in india! let's take it higher folks! 

keep tweeting &amp; win flipkart egv's! rt",
996,pl send screen grab of the error message will take it up with,
997,flipkart ping lets you go on an online shopping spree with your flipkart ping lets you go on an onlin...,
998,canvas knight cameo a290 is selling cheaper at inr 7095 today,
1002,congratulations  on winning the contest. inbox us with your email id to claim your flipkart voucher,
1010,rt congratulations  on winning the contest. inbox us with your email id to claim your flipkart voucher,
1011,what about 10 weekly winners for flipkart vouchers .........,
1012,&amp;  let d process of buying b simple dont make it complicated by having registrations,
1013,haa yar.just a product feature web pe daal dete press release. khane ko bhi nhi mila dhang se,
1015,50% off jbl t26c wired headphones price mrp,
1016,"'jagatraj', 'tirpathi', 'payno' &amp; 'bora'   -&gt; discover flipkart offers, coupon codes at",
1017,"'dismisses'   -&gt; discover flipkart offers, coupon codes at",
1019,please check screenshot,
1020,to withdraw suit against them following their submission.,
1021,"aims to redefine e-commerce through the messenger, 40% online shopping in india happens through...",
1022,flipkart likely to shut down website in september to follow app-only model,
1025,"why top executives are leaving startups like flipkart. are they hungry to start their own ventures?
post link",
1026,is looking into it.will check with  &amp; get back on what's the issue.,
1030,flipkart's is amazing service. just needs to be incorporated in the way it should. right now need an invite soon.,
1035,rt   is looking into it.will check with  &amp; get back on what's the issue.,
1038,flipkart rakhi offer get rs 250 e-gift voucher on purchase of rs 4000,
1039,flipkart’s ping redefine e-commerce and enables social shopping through the,
1040,91% off newtronics black back cover for htc desire price mrp,
1042,nvidia gtx660 ti-dc2t-2gd5 2 gb gddr5 graphics card is selling cheaper at inr 24400 today,
1043,- 76% off on star xxxl teardrop bean bag cover at flipkart,
1049,rt alibaba says its new artificial intelligence platform is china’s first  is building,
1053,share store online - buy share products online at best price in india |,
1054,congratsss,
1057,congratssss,
1058,large e-com firms will follow,
1059,"won book for me
his email 
my phone no.- 8978741628",
1060,"flipkart gift vouchers rs. 250 cashback on rs. 4000

rs.3750.00",
1061,eagle kichen pro roti maker is selling cheaper by 2% at inr 480 today,
1063,my  answer to how many days does it take to receive an order from chennai to allahabad through flipkart?,
1064,flipkart introduces ping to enable social shopping,
1065,"alcatel pop 8s tablet  rs 10,499 at flipkart – 3 launch offers",
1067,"just got off flipkart app, they must learn from jabong &amp; amazon! which counts as your fave app?",
1070,"amazon, crosswords, the vuca company in flipkart",
1072,day by day flipkart is providing awesome sevices as well as offers,
1075,fyi this is what an original controller looks like. it ships with a disc and not a printout.,
1077,rt order all aboard from flipkart and you could win a monisha jaising luxe wrap. details,
1085,tp-link td-w8961nd 300mbps adsl2 wireless with modemrouter is selling cheaper at inr 1575 today,
1087,usb 2.0 keyboard is selling cheaper at inr 2890 today,
1093,flipkart gift vouchers rs. 250 cashback on rs. 4000,
1094,"i guess he wud speak about delivery speed of flipkart 
bcz it is hillarious in itself.",
1095,wanted to order your book. can't find it on flipkart,
1096,sandisk sdhc 32 gb 48 class 10 ultra is selling cheaper at inr 796 today,
1097,this wonderful tote bag from  wud be an apt gift for her to carry things.,
1098,rt get hold of the octa-core processor loaded in today's flash sale,
1099,rt mrs funnybones arrived today via  i was secretly hoping for a personalised copy alas!!!,
1100,rt take part in the contest and take home 2 flipkart exclusive smartphones. going live 12 noon tomorrow!,
1103,sure!,
1108,excited.. m in...,
1109,photo frames starting at rs.699,
1110,check this out on flipkart!,
1111,"102cm (40) full hd tv just rs.23,990",
1112,lets play.....,
1113,rt    congrats again,
1114,rt    congratulations girl!,
1115,rt    congrats,
1116,claims none of the web firms in the world were building apps with deep linking technology as its,
1117,satya paul women party brown genuine leather  clutch is selling cheaper by 15% at inr 549 today,
1118,when is the result of contest?,
1120,"rt    
congrats",
1121,rt    congratssss,
1122,rt rt shopping goes social with flipkart ping,
1123,floral door curtains minimum 50% off,
1125,"t-shirts, shirts &amp; more min 50% off",
1126,rt check this out on flipkart!,
1129,"rt 
before  flipkart 
after  bullock cart",
1130,resorts to ‘ping’ to redefine through a messenger!,
1131,floral window curtains minimum 50% off,
1133,i'm .,
1137,flipkart ping wants to make mobile shopping a more social experience,
1138,got the flipkart ping invite. you can create groups too.,
1140,wtf?! that has to be a typo - dear  please check! o_o,
1142,that's great! really looking forward to it!,
1143,- flat 50% off on home sofas -- flipkart -- rs. 14950.0 -- home décor &amp; furnishing,
1144,"etretail | waitlist for flipkart ping already at over 100k, says punit soni",
1146,xperia c3 is selling cheaper at inr 15794 today,
1149,you got a chance to use it? i thought it wasn't live yet,
1150,last few hours! get 5% instant on all orders at with debit cards -,
1151,"oh wait, it is a typo - look at the price offered by the other seller - inr phew!  had me worried for a moment!",
1153,i'll wake up early tomorrow  . so that i can play contest !!!,
1156,groovy a5 in-the-ear wireless headset is selling cheaper at inr 1825 today,
1157,buy home security cameras upto 70% off at starting price rs 539 via flipkart,
1159,i sent you an invite. check it out,
1161,rt the ping waitlist is now over a 100k!! working hard to send out more invites... let's keep going!,
1165,rt i ordered it from  and see from where they got it.,
1170,i'm in the contest! get ready with ur smartphone.. i recently got,
1172,excited,
1173,flipkart launches new feature 'ping',
1176,"rt   -&gt; discover flipkart offers, coupon codes at",
1177,"rt smashwords and flipkart to end distribution relationship - amazon scores victory. in your opinion, is this good... http…",
1178,my favourite shopping site,
1179,bricks and more - wheels is selling cheaper at inr 893 today,
1181,ordered lenovo a6000 which was expected to deliver by but not yet reached... can i expect any explanation ?,
1183,cooler master k281 mid tower cabinet is selling cheaper at inr 4350 today,
1184,"rt  useful for those who are already using  , i was not interested initially but after  demo’ed, …",
1186,when you are out delivering a cod worth 13k the least you can do is send a notification or call and inform!,
1189,"'tayaar', 'agle', 'aurora' &amp; 'borealis'   -&gt; discover flipkart offers, coupon codes at",
1190,"baggit, baggitworld   -&gt; discover flipkart offers, coupon codes at",
1191,explorer a310e  74% off on and is not expected to reduce further in next couple of months.,
1194,"i plcd an order frm flipkart, order no.\od203440014332970000\\ in parcel i rcvd""",
1196,very excited team,
1200,my  answer to what is the minimum product requirement to sell on flipkart?,
1204,3,
1205,"flipkart has launched a new feature called ping, that allows users to chat with their friends while shopping within the mobile app.",
1207,buy elixir arts matte laminated &amp; framed and posters available on flipkart.,
1208,"smashwords and flipkart to end distribution relationship, by mark coker, including letter to jeff bezos",
1209,"launching of ‘ flipkart one stop ’ flipkart ping for sellers , for efficient results even on…",
1212,i am in!!,
1213,i want to buy your one plus 2 invite got from ola for rs. flipkart amazon voucher. interested?,
1215,"plcd an order frm flipkart, order no.\od203440014332970000\\ in parcel i rcvd brick.""",
1219,pentax efina plus point &amp; shoot camera is selling cheaper at inr 3400 today,
1221,biggest festival ever! are you up for it?,
1225,court adjourns hearing on plea against nikon's flipkart advisory notice - ndtv,
1226,"rt swipe elite(black, 16 gb, rs. 5999) features and price - flipkart | go shopping mart",
1227,denver black.code edp - 50 ml (for men) is selling cheaper at inr 164 today,
1228,"\flipkart deals &amp; discount coupons\\""
1229""",flipkart ping wants to make mobile shopping a more social experience
1230,flipkart keeps its app-only plan on hold to assess how it will impact sales in big-ticket categories,
1231,rt \in the us,
1232,"rt whatever be your wish, go bananas!",
1233,airport express base station wireless router is selling cheaper at inr 6479 today,
1234,rt book msg the messenger dvd online at,
1235,please look into it,
1236,"received tiles in place ofsolution from flipkart against order no od203550289234107500. after having 20 days of fraud delivery, no solutio",
1237,"rt flipkart blends social with shopping, launches ping for messaging",
1238,"zte blade buzz v815w (white, 512 mb) is selling cheaper at inr 2399 today",
1239,the zen drawing pack (hardcover) is selling cheaper at inr 1063 today,
1242,"exxoninc premium flip cover case for micromax yureka yu yureka ao5510 mobile w
via",
1243,kdp select is destroying the book industry.if u are kind enough to do so -please buy my ebooks from smashwords.,
1245,"accidentally placed an order. can't cancel it, some issue with login. please cancel my order and confirm.
od003745076715051700",
1246,"evolve (games, ps4) is selling cheaper at inr 1595 today",
1247,"vivaa printed georgette women's kaftan - buy white vivaa printed georgette wom
via",
1249,strontium microsd card 32 gb 70 class 10 nitro is selling cheaper at inr 799 today,
1250,awesome!!,
1251,"lol! thats finny... however, they showed a fantastic demo yesterday",
1252,"xperia m (purple, 4 gb) is selling cheaper at inr 1490 today",
1254,"rt flipkarts ping is here !
share the screen,ask for expert feedback
   htt…",
1255,how to participate,
1259,flipkart ping lets you go on an online shopping spree with your friends,
1260,awesome,
1261,"flipkart ping lets you chat with your friends in the app, shop for a product and discuss it with your friends,...",
1264,"desire 500 dual sim (glacier blue, 4 gb) is selling cheaper at inr 13999 today",
1266,most of the back covers and all the flip covers are out of stock.  sucks.,
1267,"mini machines 5 pack (yellow, black) is selling cheaper at inr 629 today",
1269,7.1 surround noise cancellation laptop headset (black) is selling cheaper at inr 500 today,
1270,good jys will switch to android for flipkart ping,
1271,"oneplus one (sandstone black, 64 gb) is selling cheaper at inr 21800 today",
1272,"flyte mp3 store is more, but the the mix by you gave away for free is epic trippy music. belated thanks!",
1273,sling urban photo 250 camera bag is selling cheaper at inr 3499 today,
1274,no doubt 'that green shirt' demo was impressive,
1275,flipkart’s new ‘f qck’ hyperlocal service to deliver order,
1277,damn excited for it,
1278,here’s an invite,
1279,stag ninja fire table tennis racquet is selling cheaper at inr 1670 today,
1280,winners of contest?,
1281,waiting for it,
1284,"jst bought moto g 3rd gen via  and delivery date is 29 aug, it's my birthday.. now it's like i'm getting a present frm myself.",
1285,how to take part in this contest? contest,
1287,anyone need invites for !! revert back. only 10 invites !!,
1292,the delivery cost of  is more than the cost of buying the book from,
1294,plantronics voyager legend bluetooth headset is selling cheaper at inr 3999 today,
1295,i don't want a refund i just want a replacement of a better quality product,
1299,"'conferencing', 'cctns' &amp; 'fireproof'   -&gt; discover flipkart offers, coupon codes at",
1300,rt    its a great start to inculcate social feature in flipkart app. great start,
1301,flipkart launched a new in-app feature for real time chatting -,
1302,rt received it yesterday. it's no longer working. great service,
1305,if possible do on goodreads or if you bought it from amazon or flipkart.,
1310,hp8309 hair straightener is selling cheaper at inr 1256 today,
1313,on flipkart's humble beginnings and market expansion.,
1314,"actually pretty impressed with flipkart ping. good job, folks.",
1315,i am in,
1316,funky half shade aviators..go grab them at,
1321,universal car clip mobile holde is selling cheaper at inr 105 today,
1323,"rt in the next flipkart pings it, paytm banks it &amp; china crashes it! awesome fun, insights with",
1330,hi team i ordered a phone lenovo a6000 plus.. and i am using it.. but it problems comes out... it didn't work well..,
1334,"for rs. at for more like this, do come to",
1338,when will be moto g3 in stock again on flipkart.,
1339,flipkart ping lets you go on an online shopping spree with your friends,
