,score,text,score_ideal
2350,4,"why top are leaving like flipkart, snapdeal, ola &amp; others",
2351,0,is it trusty  one,
2352,0,"rt just a little finishing touches needed, but the k3 note is almost ready for today's sale on  are you?",
2353,0,"indrani mukherjea &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",
2354,0,"surat &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",
2355,5,"hii, 
we find you you the best deal out of the many online sites like flipkart, snapdeal, amazon, jabong etc",
2356,4,"why top are leaving like flipkart, snapdeal, ola &amp; others …",
2357,0,"ok is it cash back site?? what are the offers for amazon,flipkart??",
2358,10,"you have a great product, how do you improve on it??  has done just that. great update, app is even better now. looks useful.",
2359,0,"brahmin &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",
2360,1,desire 816g (octa core) is selling cheaper at inr 15400 today,
2361,0,"rt &lt;-discover reviews and compare prices from flipkart,amazon and snapdeal",
2362,0,optimus g (e975) is selling cheaper at inr 18490 today,
2363,0,already?,
2364,6,flipkart buy gift vocher worth rs4000 &amp; get gift vocher of rs250,
2365,0,here's why flipkart has put its app-only plans on hold via,
2366,4,"rt why top executives are leaving startups like flipkart, snapdeal, ola",
2367,0,"hi flipkart. i've got sony bravia on monday, they said itll be installed on wed.still i didnt get any call. kindly help.",
2368,1,flat 50% off on home sofas- big sale at flipkart !,
2369,2,is not everyone's cup of tea - why top executives are leaving startups,
2370,0,online shopping goes social with flipkart's ping,
2371,0,"hey, check out ping! - let’s shop together on ping by flipkart.",
2372,4,"bean bag covers flat rs 499 flipkart
.
buy .
flipkart is offering amazing offers on...",
2373,3,on best selling titles minimum 45% off,
2374,6,support system being created by companies like    at workplace is much desired,
2375,0,usb cables minimum 24% off,
2376,0,"i'll opt for the lenovo k3 note coz even though the price is the same,  delivers to shillong while  does not!",
2377,0,footwear for men &amp; women flat 40% off,
2378,0,rt the rocking  product team with the rocking fashion bloggers!,
2379,0,how flipkart's ping aims to redefine e-commerce through the messenger,
2380,0,"sale-india's most affordable 4g smartphone lenovo a2010(black, 8 gb) -  rs. 4,990",
2381,-5,a wanna be monopoly when people stopped giving a fuck about long back,
2382,0,"totes, backpacks &amp; more min. 40% off",
2383,0,f&amp;d w330x wireless speaker is selling cheaper at inr 3790 today,
2384,0,"rt    these guys r fraud, wl nt gv u return in 30days period. they only mentioned i…",
2385,0,on fiction best-sellers minimum 45% off,
2386,5,got appreciation for my idea from team for thinking ahead. happy not content,
2387,-1,when can i expct a call back. how difficult it is send sum1 to come n pikup the not working device.,
2388,0,x-box 360 4 gb kinect holiday bundle is selling cheaper at inr 24500 today,
2389,3,thanking u beautiful,
2390,4,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others - economic times",
2391,0,do try this out,
2392,0,thanking u bro,
2393,0,wah!! congrats...,
2394,0,"waitlist for flipkart ping already at over 100k, says punit according to soni, flipkart has 50 million p...",
2395,0,thanking you bro,
2396,0,exclusive...replaced product shoddy finish...no qc once again why do they carry such a shoddy manufacturer,
2397,0,"'sheena'   -&gt; discover flipkart offers, coupon codes at",
2398,6,rt we have our 1st winner for today!congratulations  enjoy your rs.5k  voucher! ht…,
2399,0,lenovo k3 note black and white variants to go on sale on flipkart today…,
2400,0,flipkart launches ping. now shop with your friends » nextbigwhat,
2401,-2,disappointed with service by flipkart jbl t200a,
2402,0,"rt flipkart launches new feature 'ping'

 -via inshorts",
2403,0,rt shopping goes social with  ping. will this feature give it an edge over the others?,
2404,0,my  answer to how do i turn off notifications in the flipkart app?,
2405,0,flipkart ping – making online shopping go social again,
2406,0,flipkart 3 order successfully delivered within 2 day,
2407,0,"glocal source apple stainless steel  525 mug

ads on 99spr",
2408,0,flipkart launches in-app chat feature called ping,
2409,0,"rt 8gb) just rs. 11,999 with 4 more offers –",
2410,0,"rt 32gb, white) just rs. 7,349 on exchange offer –",
2411,0,"rt digiflip pro et701 tablet( 8gb, wi-fi) just rs. 3,499 on | go shopping mart",
2412,0,flat 50% off,
2413,0,"unicorn developers who think survive because of them, may soon realise reality is exactly the opposite",
2414,0,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking pla...",
2415,8,today's 2nd winner is...  congratulations enjoy your rs.5k  voucher!,
2416,8,rt today's 2nd winner is...  congratulations enjoy your rs.5k  voucher!,
2417,2,congrats deserving,
2418,6,wow congrats guy ;-),
2419,0,"digiflip pro et701 tablet at rs.3,499  upto 16% from &gt;&gt;",
2420,0,ratb-11032cy resistance tube is selling cheaper at inr 1050 today,
2421,2,congrats,
2422,2,"hii devender singh devendersingh93, want to get iph0ne 6 for free? please go check my bi0. thx",
2423,2,"hii storyofpen2013 storyofpen2013, want to get iph0ne 6 for free? please go check my bi0. thx",
2424,2,congratulations winners! inbox us your email ids with your id proofs to receive your flipkart vouchers from us.,
2425,0,when can we expect the accessories for  canvas xpress 2 in india?,
2426,0,sdhc 32 gb 40 class 10 is selling cheaper at inr 935 today,
2427,0,rt latest mobiles phone with price via,
2428,0,"starting at rs.42,990",
2429,0,congratulations....,
2430,0,dtn flipkart vs truce lesson for online the conversation around e-commerce marketplaces an...,
2431,0,"of an invincible man who refused to give up, \god walks my dreams\\""
732""",
2432,0,rt just found this video of the making of this photoshoot for flipkart...can u tell i had barely slept the night …,
2433,2,rt congratulations winners! inbox us your email ids with your id proofs to receive your flipkart vouchers from us.,
2434,0,"pro et701 tablet at 41% off buy for rs 3499 on  here 
go",
2435,0,es3528 riley analog watch  - for women is selling cheaper at inr 9595 today,
2436,0,latest from flipkart adds ping chat feature to its mobile suite,
2437,2,"why top executives are leaving startups 

most to start up on their own. enuf space for all to grow n create value.",
2438,0,newborn to toddler portable rocker is selling cheaper by 7% at inr 4199 today,
2439,4,tomorrow's episode of  is going to be awesome and it's titled \flipkart pings it,
2440,-1,"how u cancel my order if your seller first delivered the item on the address now he cant 
od103715045879753700",
2441,2,"yayayayaya finally thankyou soooo   much team, you're the best...  wshing you gr8 success for",
2442,2,rt    congrats deserving,
2443,0,finally got rid of in reboot loop.,
2444,6,rt  wow congrats guy ;-),
2445,2,rt   congrats,
2446,0,"rt    

congratulations....",
2447,0,ty so much,
2448,2,thanks,
2449,3,haha thankyou,
2450,3,"can you beat this, i just praised and here is one more signs of dumbness",
2451,1,pray for me ;p,
2452,7,thank you so much team love you....big  thanks  for making my day,
2453,0,court adjourns hearing on plea against nikon's advisory notice,
2454,1,rt    pray for me ;p,
2455,-2,your team is asking for registered email id after so much chaos again. exhausting,
2456,4,"you played really well, m sure you'll win too...",
2457,4,"rt    you played really well, m sure you'll win too...",
2458,3,rt    haha thankyou,
2459,0,"hope,believe,faith",
2460,2,i invited all my friends played hard till the end wish to win plz disappoint me team,
2461,0,rt how ping aims to redefine through the,
2462,0,grea alexander retailers flipkart –,
2463,2,congrats again,
2464,4,after numerous mails i am still not able to get my edge royality redeemed flipkart coupon. kindly help,
2465,-3,"congrats.
desperately wanna be the next one",
2466,2,congratulations girl!,
2467,2,do you have an invite for flipkart’s ping? please send me one.gy,
2468,-2,plz don't disappoint me team,
2469,0,not sure why my order  od303743684285138100 is being canceled ?,
2470,8,thank you    best of luck,
2471,5,plz check my entries invited all my friend played till the end wish to win,
2472,4,top executives are leaving startups like flipkart and ola. are they hungry to start their own ventures?,
2473,2,congratulation,
2474,0,a few days ago  was running a sale on - they were retailing for under 3k.,
2475,1,ping  &amp; ping  for announcing the new shopping experience via waiting for an invite now..,
2476,0,only 4 winners left don't break my heart plz,
2477,0,_kumarprashanth rt how ping aims to redefine throu…,
2478,0,niteshbhalothia rt how ping aims to redefine throu…,
2479,0,i believe you will make my day tomorrow,
2480,6,hoping to be 7th winner,
2481,1,"hey, check out ping! - let’s shop together on ping by flipkart. here’s an invite",
2482,0,"macha to disprove it i can state flipkart, oola and many more....we started late  &amp; soon v will take global space in products !!",
2483,0,avaiable now  flipkart,
2484,0,smashwords and flipkart to end distribution relati...,
2485,0,flipkart launches ping for collaborative shopping experience,
2486,0,the cutest bookmark from flipkart. a cutout comb for those that are too…,
2487,0,"'atmospeher' &amp; 'ushered'   -&gt; discover flipkart offers, coupon codes at",
2488,0,hey   looks like some spam stuff,
2489,0,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking platform in…",
2490,0,rt hey   looks like some spam stuff,
2491,10,rt we have winner congratulations  - we hope you enjoy your rs.5k  voucher! ht…,
2492,7,rt   here's my happy winning,
2493,0,"deals of the day – august 26, 2015",
2494,0,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking…",
2495,0,min 50% off,
2496,6,rt a bowl of is inspiration enough! to win flipkart vouchers.,
2497,3,"i want to exchange my 500 rs bms voucher with flipkart or amazon voucher... 

pls help me",
2498,0,"make a price comparison site and retrieve information directly from amazon, flipkart and snapdeal -- 3 by v3king",
2499,3,good news!!!!!!! mountain peak books will be soon available on flipkart.,
2500,4,rt tomorrow's episode of  is going to be awesome and it's titled \flipkart pings it,
2501,0,how come the 16gb moto phone both colors out of stock for the last days ?  when do guys plan to have it available ?,
2502,1,91% off newtronics back cover for htc desire 816 800 d816w (transparent black) price mrp,
2503,0,is doing window shopping on flipkart,
2504,2,cant find redmi 2 prime mobile. plz collect this phone.any chance to get?,
2505,6,rt and on  you get a chance to win a monisha jaising luxe wrap when you order http…,
2506,0,this one?,
2507,0,rt this one?,
2508,-1,"once upon a time  used to deliver books in a cardboard box and cute bookmarks.now, no bookmarks &amp; old bubble wrap.bookstore missing",
2509,0,"shopping goes social with flipkart ping, dbs bank to soft launch its mobile banking platform in india",
2510,4,"i hope you guys are not planning \only mobile\\ like flipkart.\""""",
2511,0,participate here,
2512,0,0,
2513,0,"after myntra, flipkart to dabble in social shopping! ping announced!",
2514,0,od003736137582405000 is supposed to be delivered on 27th..not yet shipped! i am watching closely,
2515,3,hey  nice way to upload my contacts to your servers. well played!,
2516,4,"rt    

participate here 

\dhvani bhanushali\\ contest and win flipkart 5k voucher""",
2517,0,1,
2518,0,"flipkart today announced ping, a new feature in its mobile app which will allows users to chat with their friends while shopping.",
2519,2,wah!! congratulation,
2520,0,do you know abt this one?,
2521,6,"join guys  take part in \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
2522,0,get pradeep an invite!,
2523,0,rt the link to order on  right,
2524,6,"join guys hifidigi take part in \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
2525,0,your flipkart guys are cheating,
2526,4,"rt  tell us about the song &amp; win flipkart egv! tweet us using our tag \ dhvani bhanushali \\. go go go!""",
2527,6,"join  &amp; play \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
2528,0,participate here guys,
2529,1,want to shop online with your friends? has a solution. -,
2530,6,"rt join guys  take part in \dhvani bhanushali\\ &amp; get lucky flipkart vouchers worth rs.5000 to be won.""",
2531,0,3rd gen,
2532,-3,you flipkart guys cheated me i 'll prove ....what you are doing mr . ceo sachin,
2533,-3,dont you feel bad,
2534,0,microsd card 16 gb 30 class 10 is selling cheaper at inr 401 today,
2535,0,"rt shop\ping\\ redefined by""",
2536,0,2,
2537,2,btw had an interesting conversation with flipkart rep yesterday regarding ads. ads are only shown on android app as of now.,
2538,4,top executives are leaving startups like flipkart. are they hungry to start their own ventures?,
2539,-2,flipkart ...y asking for trouble by joining hands with indian post.,
2540,1,"if our tag \ dhvani bhanushali \\ starts trending in india we will increase the total amount of flipkart egv's too! rt\""""",
2541,1,"rt if our tag \ dhvani bhanushali \\ starts trending in india we will increase the total amount of flipkart egv's too! rt\""""",
2542,0,flipkart launches a new feature called 'ping' -  -,
2543,0,"- prestige mini induction cooktop pic 1.0 rs. 1299, men’s clothing minimum 50% off – flipkart",
2544,0,flipkart ping lets you go on an online shopping spree with your flipkart has… sps®,
2545,0,lets rock,
2546,0,"ping by  from social shopping to bargaining,bill split,group buying. endless possibilities",
2547,-1,order 203718422057485600 puma running shoe not yet delivered. got the refund but surprised with no updates,
2548,-1,missed the k3 note sale on flipkart by 1 minute! — feeling down,
2549,0,rt lets rock,
2550,-1,od003728820444273200 i received my moto g3 today but the promised airtel sim card was missing from the package. what do i do now?,
2551,1,please get in touch with  in this regard.,
2552,0,today's contest is live on our fb page. hop on now! egvs are up for grabs. rt,
2553,-2,"no they don't cheat,but their process is lame and some dumb irresponsible people in support center",
2554,0,rt today's contest is live on our fb page. hop on now! egvs are up for grabs. …,
2555,-1,"hi,i hv placed some wrong product if i cancel my order thn i'll get my gift card money back or not??",
2556,0,"are making online shopping more social, launching more here -",
2557,0,"savemoneyindia prestige mini induction cooktop pic 1.0 rs. 1299, men’s clothing minimum 50% off – flipkart",
2558,0,"prestige mini induction cooktop pic 1.0 rs. 1299, men's clothing minimum 50% off - flipkart",
2559,0,more cheap service than telecom company i.e.    cc,
2560,0,get extra 5% off on 2-in-1 laptops on purchase through debit cards,
2561,0,wud luv to see this in india as well   amazon uk will waive delivery fees if you pick your order up,
2562,1,"boy! is she mad 
not fair flipkart,not fair",
2563,0,- i have a flush  - full house baby(5bn);  -ye lo royal flush..ping!,
2564,2,"with $15 billion valuation and 330 employees, snapchat tops the list with highest valuation per headcount $48 million.flipkart about1 mil!!",
2565,0,android one is selling cheaper at inr 5182 today,
2566,-1,expansion 3 tb external hard disk is selling cheaper by 4% at inr 7999 today,
2567,0,when is the next open sale for k3 note in flipkart?,
2568,6,give your pet best of what they deserve buy pet supplies on flipkart and get great discounts and deals on them,
2569,4,"dhvani bhanushali is now trending in india! let's take it higher folks! 

keep tweeting &amp; win flipkart egv's! rt",
2570,0,wedge mobile bluetooth standard keyboard is selling cheaper by 2% at inr 4190 today,
2571,4,"rt dhvani bhanushali is now trending in india! let's take it higher folks! 

keep tweeting &amp; win flipkart egv's! rt",
2572,-2,pl send screen grab of the error message will take it up with,
2573,0,flipkart ping lets you go on an online shopping spree with your flipkart ping lets you go on an onlin...,
2574,0,canvas knight cameo a290 is selling cheaper at inr 7095 today,
2575,6,congratulations  on winning the contest. inbox us with your email id to claim your flipkart voucher,
2576,6,rt congratulations  on winning the contest. inbox us with your email id to claim your flipkart voucher,
2577,0,what about 10 weekly winners for flipkart vouchers .........,
2578,0,&amp;  let d process of buying b simple dont make it complicated by having registrations,
2579,0,haa yar.just a product feature web pe daal dete press release. khane ko bhi nhi mila dhang se,
2580,0,50% off jbl t26c wired headphones price mrp,
2581,0,"'jagatraj', 'tirpathi', 'payno' &amp; 'bora'   -&gt; discover flipkart offers, coupon codes at",
2582,0,"'dismisses'   -&gt; discover flipkart offers, coupon codes at",
2583,1,please check screenshot,
2584,0,to withdraw suit against them following their submission.,
2585,0,"aims to redefine e-commerce through the messenger, 40% online shopping in india happens through...",
2586,0,flipkart likely to shut down website in september to follow app-only model,
2587,4,"why top executives are leaving startups like flipkart. are they hungry to start their own ventures?
post link",
2588,0,is looking into it.will check with  &amp; get back on what's the issue.,
2589,5,flipkart's is amazing service. just needs to be incorporated in the way it should. right now need an invite soon.,
2590,0,rt   is looking into it.will check with  &amp; get back on what's the issue.,
2591,0,flipkart rakhi offer get rs 250 e-gift voucher on purchase of rs 4000,
2592,0,flipkart’s ping redefine e-commerce and enables social shopping through the,
2593,1,91% off newtronics black back cover for htc desire price mrp,
2594,0,nvidia gtx660 ti-dc2t-2gd5 2 gb gddr5 graphics card is selling cheaper at inr 24400 today,
2595,0,- 76% off on star xxxl teardrop bean bag cover at flipkart,
2596,0,rt alibaba says its new artificial intelligence platform is china’s first  is building,
2597,5,share store online - buy share products online at best price in india |,
2598,0,congratsss,
2599,0,congratssss,
2600,0,large e-com firms will follow,
2601,3,"won book for me
his email 
my phone no.- 8978741628",
2602,2,"flipkart gift vouchers rs. 250 cashback on rs. 4000

rs.3750.00",
2603,0,eagle kichen pro roti maker is selling cheaper by 2% at inr 480 today,
2604,0,my  answer to how many days does it take to receive an order from chennai to allahabad through flipkart?,
2605,0,flipkart introduces ping to enable social shopping,
2606,0,"alcatel pop 8s tablet  rs 10,499 at flipkart – 3 launch offers",
2607,0,"just got off flipkart app, they must learn from jabong &amp; amazon! which counts as your fave app?",
2608,0,"amazon, crosswords, the vuca company in flipkart",
2609,4,day by day flipkart is providing awesome sevices as well as offers,
2610,0,fyi this is what an original controller looks like. it ships with a disc and not a printout.,
2611,5,rt order all aboard from flipkart and you could win a monisha jaising luxe wrap. details,
2612,0,tp-link td-w8961nd 300mbps adsl2 wireless with modemrouter is selling cheaper at inr 1575 today,
2613,0,usb 2.0 keyboard is selling cheaper at inr 2890 today,
2614,2,flipkart gift vouchers rs. 250 cashback on rs. 4000,
2615,0,"i guess he wud speak about delivery speed of flipkart 
bcz it is hillarious in itself.",
2616,0,wanted to order your book. can't find it on flipkart,
2617,0,sandisk sdhc 32 gb 48 class 10 ultra is selling cheaper at inr 796 today,
2618,6,this wonderful tote bag from  wud be an apt gift for her to carry things.,
2619,0,rt get hold of the octa-core processor loaded in today's flash sale,
2620,2,rt mrs funnybones arrived today via  i was secretly hoping for a personalised copy alas!!!,
2621,2,rt take part in the contest and take home 2 flipkart exclusive smartphones. going live 12 noon tomorrow!,
2622,0,sure!,
2623,0,excited.. m in...,
2624,0,photo frames starting at rs.699,
2625,0,check this out on flipkart!,
2626,0,"102cm (40) full hd tv just rs.23,990",
2627,0,lets play.....,
2628,2,rt    congrats again,
2629,2,rt    congratulations girl!,
2630,2,rt    congrats,
2631,0,claims none of the web firms in the world were building apps with deep linking technology as its,
2632,0,satya paul women party brown genuine leather  clutch is selling cheaper by 15% at inr 549 today,
2633,0,when is the result of contest?,
2634,2,"rt    
congrats",
2635,0,rt    congratssss,
2636,0,rt rt shopping goes social with flipkart ping,
2637,0,floral door curtains minimum 50% off,
2638,0,"t-shirts, shirts &amp; more min 50% off",
2639,0,rt check this out on flipkart!,
2640,0,"rt 
before  flipkart 
after  bullock cart",
2641,0,resorts to ‘ping’ to redefine through a messenger!,
2642,0,floral window curtains minimum 50% off,
2643,0,i'm .,
2644,0,flipkart ping wants to make mobile shopping a more social experience,
2645,0,got the flipkart ping invite. you can create groups too.,
2646,3,wtf?! that has to be a typo - dear  please check! o_o,
2647,0,that's great! really looking forward to it!,
2648,0,- flat 50% off on home sofas -- flipkart -- rs. 14950.0 -- home décor &amp; furnishing,
2649,0,"etretail | waitlist for flipkart ping already at over 100k, says punit soni",
2650,0,xperia c3 is selling cheaper at inr 15794 today,
2651,2,you got a chance to use it? i thought it wasn't live yet,
2652,0,last few hours! get 5% instant on all orders at with debit cards -,
2653,-3,"oh wait, it is a typo - look at the price offered by the other seller - inr phew!  had me worried for a moment!",
2654,0,i'll wake up early tomorrow  . so that i can play contest !!!,
2655,0,groovy a5 in-the-ear wireless headset is selling cheaper at inr 1825 today,
2656,0,buy home security cameras upto 70% off at starting price rs 539 via flipkart,
2657,0,i sent you an invite. check it out,
2658,-1,rt the ping waitlist is now over a 100k!! working hard to send out more invites... let's keep going!,
2659,0,rt i ordered it from  and see from where they got it.,
2660,0,i'm in the contest! get ready with ur smartphone.. i recently got,
2661,3,excited,
2662,0,flipkart launches new feature 'ping',
2663,0,"rt   -&gt; discover flipkart offers, coupon codes at",
2664,0,"rt smashwords and flipkart to end distribution relationship - amazon scores victory. in your opinion, is this good... http…",
2665,0,my favourite shopping site,
2666,0,bricks and more - wheels is selling cheaper at inr 893 today,
2667,0,ordered lenovo a6000 which was expected to deliver by but not yet reached... can i expect any explanation ?,
2668,0,cooler master k281 mid tower cabinet is selling cheaper at inr 4350 today,
2669,4,"rt  useful for those who are already using  , i was not interested initially but after  demo’ed, …",
2670,2,when you are out delivering a cod worth 13k the least you can do is send a notification or call and inform!,
2671,0,"'tayaar', 'agle', 'aurora' &amp; 'borealis'   -&gt; discover flipkart offers, coupon codes at",
2672,0,"baggit, baggitworld   -&gt; discover flipkart offers, coupon codes at",
2673,0,explorer a310e  74% off on and is not expected to reduce further in next couple of months.,
2674,0,"i plcd an order frm flipkart, order no.\od203440014332970000\\ in parcel i rcvd""",
2675,3,very excited team,
2676,0,my  answer to what is the minimum product requirement to sell on flipkart?,
2677,0,3,
2678,1,"flipkart has launched a new feature called ping, that allows users to chat with their friends while shopping within the mobile app.",
2679,0,buy elixir arts matte laminated &amp; framed and posters available on flipkart.,
2680,0,"smashwords and flipkart to end distribution relationship, by mark coker, including letter to jeff bezos",
2681,-1,"launching of ‘ flipkart one stop ’ flipkart ping for sellers , for efficient results even on…",
2682,0,i am in!!,
2683,2,i want to buy your one plus 2 invite got from ola for rs. flipkart amazon voucher. interested?,
2684,0,"plcd an order frm flipkart, order no.\od203440014332970000\\ in parcel i rcvd brick.""",
2685,-1,pentax efina plus point &amp; shoot camera is selling cheaper at inr 3400 today,
2686,0,biggest festival ever! are you up for it?,
2687,0,court adjourns hearing on plea against nikon's flipkart advisory notice - ndtv,
2688,0,"rt swipe elite(black, 16 gb, rs. 5999) features and price - flipkart | go shopping mart",
2689,0,denver black.code edp - 50 ml (for men) is selling cheaper at inr 164 today,
2690,0,"\flipkart deals &amp; discount coupons\\""
1229""",
2691,0,flipkart keeps its app-only plan on hold to assess how it will impact sales in big-ticket categories,
2692,0,rt \in the us,
2693,0,"rt whatever be your wish, go bananas!",
2694,0,airport express base station wireless router is selling cheaper at inr 6479 today,
2695,0,rt book msg the messenger dvd online at,
2696,1,please look into it,
2697,-6,"received tiles in place ofsolution from flipkart against order no od203550289234107500. after having 20 days of fraud delivery, no solutio",
2698,0,"rt flipkart blends social with shopping, launches ping for messaging",
2699,0,"zte blade buzz v815w (white, 512 mb) is selling cheaper at inr 2399 today",
2700,0,the zen drawing pack (hardcover) is selling cheaper at inr 1063 today,
2701,0,"exxoninc premium flip cover case for micromax yureka yu yureka ao5510 mobile w
via",
2702,-1,kdp select is destroying the book industry.if u are kind enough to do so -please buy my ebooks from smashwords.,
2703,-3,"accidentally placed an order. can't cancel it, some issue with login. please cancel my order and confirm.
od003745076715051700",
2704,0,"evolve (games, ps4) is selling cheaper at inr 1595 today",
2705,0,"vivaa printed georgette women's kaftan - buy white vivaa printed georgette wom
via",
2706,0,strontium microsd card 32 gb 70 class 10 nitro is selling cheaper at inr 799 today,
2707,0,awesome!!,
2708,4,"lol! thats finny... however, they showed a fantastic demo yesterday",
2709,0,"xperia m (purple, 4 gb) is selling cheaper at inr 1490 today",
2710,1,"rt flipkarts ping is here !
share the screen,ask for expert feedback
   htt…",
2711,0,how to participate,
2712,0,flipkart ping lets you go on an online shopping spree with your friends,
2713,4,awesome,
2714,0,"flipkart ping lets you chat with your friends in the app, shop for a product and discuss it with your friends,...",
2715,1,"desire 500 dual sim (glacier blue, 4 gb) is selling cheaper at inr 13999 today",
2716,0,most of the back covers and all the flip covers are out of stock.  sucks.,
2717,0,"mini machines 5 pack (yellow, black) is selling cheaper at inr 629 today",
2718,0,7.1 surround noise cancellation laptop headset (black) is selling cheaper at inr 500 today,
2719,3,good jys will switch to android for flipkart ping,
2720,0,"oneplus one (sandstone black, 64 gb) is selling cheaper at inr 21800 today",
2721,1,"flyte mp3 store is more, but the the mix by you gave away for free is epic trippy music. belated thanks!",
2722,0,sling urban photo 250 camera bag is selling cheaper at inr 3499 today,
2723,1,no doubt 'that green shirt' demo was impressive,
2724,0,flipkart’s new ‘f qck’ hyperlocal service to deliver order,
2725,-1,damn excited for it,
2726,1,here’s an invite,
2727,-2,stag ninja fire table tennis racquet is selling cheaper at inr 1670 today,
2728,0,winners of contest?,
2729,0,waiting for it,
2730,2,"jst bought moto g 3rd gen via  and delivery date is 29 aug, it's my birthday.. now it's like i'm getting a present frm myself.",
2731,0,how to take part in this contest? contest,
2732,0,anyone need invites for !! revert back. only 10 invites !!,
2733,0,the delivery cost of  is more than the cost of buying the book from,
2734,0,plantronics voyager legend bluetooth headset is selling cheaper at inr 3999 today,
2735,4,i don't want a refund i just want a replacement of a better quality product,
2736,0,"'conferencing', 'cctns' &amp; 'fireproof'   -&gt; discover flipkart offers, coupon codes at",
2737,6,rt    its a great start to inculcate social feature in flipkart app. great start,
2738,1,flipkart launched a new in-app feature for real time chatting -,
2739,2,rt received it yesterday. it's no longer working. great service,
2740,0,if possible do on goodreads or if you bought it from amazon or flipkart.,
2741,0,hp8309 hair straightener is selling cheaper at inr 1256 today,
2742,0,on flipkart's humble beginnings and market expansion.,
2743,7,"actually pretty impressed with flipkart ping. good job, folks.",
2744,0,i am in,
2745,2,funky half shade aviators..go grab them at,
2746,0,universal car clip mobile holde is selling cheaper at inr 105 today,
2747,4,"rt in the next flipkart pings it, paytm banks it &amp; china crashes it! awesome fun, insights with",
2748,-2,hi team i ordered a phone lenovo a6000 plus.. and i am using it.. but it problems comes out... it didn't work well..,
2749,2,"for rs. at for more like this, do come to",
2750,0,when will be moto g3 in stock again on flipkart.,
2751,0,flipkart ping lets you go on an online shopping spree with your friends,
2752,1,ordered mobile 3 times got defective products 3 times. what is the guarantee you give for future orders.,
2753,0,smashwords and flipkart to end distribution relationship ? amazon scores victory,
2754,6,ping looks like a great product from  looking forward to more innovation from the recently hired tech leaders,
2755,0,pulse bluetooth speaker is selling cheaper at inr 6500 today,
2756,2,"16gb for rs. at for more like this, do come to",
2757,0,rt on flipkart's humble beginnings and market expansion.,
2758,0,"'pragati', 'alison' &amp; 'parker'   -&gt; discover flipkart offers, coupon codes at",
2759,0,"'virginia'   -&gt; discover flipkart offers, coupon codes at",
2760,2,soon we will see exclusive flash sale of cars on,
2761,1,"my entire khaandaan uses the same flipkart account, just to save money on  flipkart first. no use of",
2762,0,level 2 elements resistance tube is selling cheaper at inr 1199 today,
2763,5,good to see all sellers of jalandhar one platform against ekl. this will helpful for all and flipkart too.,
2764,0,"the 'a' word

click link to choose to buy the book from amazon, flipkart and many more.",
2765,0,flipkart ping work aahuthaa..?!,
2766,1,online free flipkart dod samsung microsdhc 32 gb at 749,
2767,0,send an invite?,
2768,0,"rt 
pro et701 tablet at 41% off buy for rs 3499 on  here 
go",
2769,0,all lies always takes customer for ride,
2770,0,coolpix s9400 advanced point &amp; shoot camera is selling cheaper at inr 14900 today,
2771,0,sent!,
2772,2,rt just uninstalled flipkart app  change ur policy..otherwise we will flush u out like anything..,
2773,1,rt focused on but no timeline to go,
2774,3,luckily have recorded all the calls to catch your and,
2775,-1,minimum 50% off on pressure cookers &amp; pans - flipkart,
2776,-2,ray ban aviator sunglasses is selling cheaper at inr 5990 today,
2777,0,"ships faulty product, replace with faulty product &amp; then want you to purchase a new phone to solve their problem",
2778,0,eos 1200d kit (ef s18-55 is ii) dslr camera is selling cheaper at inr 22800 today,
2779,1,rvgrocks rt focused on but no timeline to go flipkart …,
2780,0,it is,
2781,0,it's available vikramjit. check,
2782,0,it is available right now. get at,
2783,3,it is available with another flipkart advantage seller completely safe to buy!,
2784,4,hey a happy soul  aham_bhram_asmi wanna get free iphone 6? kindly check my bi0. thx,
2785,0,alpha a77vm (body with 18-135 mm lens) dslr camera is selling cheaper at inr 86890 today,
2786,0,"my order deliverd at different address than mentioned.
i ordered 3 quantity, on packet its written as 3 bt received only one.",
2787,-1,"unfortunately, their response is too cool &amp; efforts are not seen to rectify mistakes immediately",
2788,3,"cant you resolve customers issue immediately?
why it takes 10 min to connect call  &amp; need to wait 1 day fr problm solution",
2789,0,lets see (kisme kitna he dun....) am also in.....,
2790,0,flipkart's making shopping happening with this chat app,
2791,0,"buy pop 8s  rs.10,499 from flipkart

buy",
2792,0,2.1 multimedia speaker system explode is selling cheaper at inr 2498 today,
2793,-1,bought a motox 32gb from flipkart which was downgraded to 16gb while under repairs with motorola. no answers yet in 6 months.,
2794,0,one flipkart .... i am in....this contest....,
2795,2,"flipkart exclusive  alcatel pop 8s tablet (black, 8 gb,  rs 10499",
2796,0,vikeshdhyani flipkart's making shopping happening with this chat app …,
2797,0,uber cab voucher for your flipkart voucher?,
